patient_id,name,birth_date,gender,cpf,rg,rg_issuer,mobile_phone,home_phone,office_phone,email,email_secondary,birth_place,birth_state,zip_code,address,number,complement,neighborhood,city,state,country,picture_filename,ethnicity,marital_status,religion,occupation,education,responsible,cns,died,death_info,nationality,indication,indication_observation,active,receive_email,observation,healthinsurance_pack,patientrelatedness_mother_names,patientrelatedness_father_names,tag_names,tag_physician_id
113,Dr. Cauê da Cruz,1948-01-01,,,,,(55)93850-8848,,,,,Mendes, BA,90418-285,Travessa Dias,81,,Estoril,Gonçalves de Minas,,BR,,br,ma,,Meteorologista,,,,,,,,,,,,,Isadora Pereira,Levi Castro,,
114,Nathan Lima,1952-01-01,,,,,,,,,,, ES,74001-499,Conjunto Leandro Freitas,84,,Dom Joaquim,Dias de Jesus,,BR,,br,st,,,,,,,,,,,,,,,,Ian Gomes,,
115,Anthony da Rosa,1960-01-01,,,,,,(81)6602-4006,,,,Farias Verde, PB,03988-198,Favela Kevin Lopes,84,,Piratininga,Alves Verde,,BR,,br,ma,,Podólogo,,,,,,,,,,,,,Sophie Novaes,,,
116,Helena da Costa,1988-01-01,,,,,,,(81)9806-8359,,,Pinto, PR,69704-317,Estrada da Mata,29,,Alto Vera Cruz,Monteiro de da Mata,,BR,,bl,st,,Neonatologista,,,,,,,,,,,,,,Juan Santos,,
117,Francisco Aragão,1950-01-01,,,,,(55)92734-1001,,,,,Sales, SE,37191-359,Pátio Lucca Melo,54,,Granja Werneck,Novaes de das Neves,,BR,,ye,wi,,Engenheiro de alimentos,,,,,,,,,,,,,Sophie Monteiro,Vitor Cardoso,,
118,Alícia Lopes,,,,,,,,(51)2644-3014,,,Fernandes da Serra, AL,02005-185,Pátio da Cruz,36,,Oeste,Nunes Verde,,BR,,br,,,,,,,,,,,,,,,,Ana Vitória Farias,,,
119,Maria Clara Correia,1935-01-01,,,,,(61)94748-6149,,,,,Novaes do Oeste, DF,03555-205,Jardim de da Rocha,10,,Barroca,Caldeira Paulista,,BR,,br,ma,,Hostess,,,,,,,,,,,,,Esther Aragão,Caio da Conceição,,
120,Manuela Costa,1971-01-01,,,,,(41)98287-6470,,,,,, RR,64917-012,Recanto de Souza,290,,Novo Das Industrias,Correia Alegre,,BR,,,ma,,Filósofo,,,,,,,,,,,,,,Vicente Lopes,,
121,Luiz Henrique da Cruz,2046-01-01,,,,,,(51)1142-4790,,,,Alves, ES,12494-619,Sítio Carolina Gomes,47,,Vila Olhos D'água,Ramos,,BR,,br,se,,Boxeador,,,,,,,,,,,,,Sra. Lívia Costa,Luiz Fernando Lopes,,
122,João Guilherme Fernandes,1949-01-01,,,,,,(81)7075-6618,,,,, RJ,32254-041,Passarela Nunes,60,,Aeroporto,Ramos do Oeste,,BR,,ye,,,Instrutor,,,,,,,,,,,,,,,,
123,Francisco das Neves,2032-01-01,,,,,,,(71)2558-9365,,,Silveira de Gomes, GO,05062-779,Feira de Pires,47,,Zilah Sposito,da Mota,,BR,,wh,ma,,Ortoptista,,,,,,,,,,,,,,Benjamin Novaes,,
124,Sr. João Fernandes,1998-01-01,,,,,,,(21)9518-7110,,,Barbosa,,,,,,,,,BR,,,wi,,Tecnólogo em navegação fluvial,,,,,,,,,,,,,Srta. Stephany da Paz,Henrique Nascimento,,
125,Sabrina Sales,1924-01-01,,,,,,,,,,Barros do Oeste, PE,02939-684,Largo de Castro,449,,Brasil Industrial,da Rocha Verde,,BR,,br,,,Capitão,,,,,,,,,,,,,Gabrielly Araújo,Leandro da Rocha,,
126,Ana Laura Martins,1995-01-01,,,,,,,(11)9788-2986,,,Alves,,,,,,,,,BR,,bl,ma,,Patologista oral,,,,,,,,,,,,,Alexia Aragão,Enrico Correia,,
127,Maria Vitória da Mota,,,,,,,(81)0278-4290,,,,Cavalcanti de Carvalho, DF,93636-824,Estação de Moraes,23,,Lagoa,Castro Paulista,,BR,,br,st,,Marechal,,,,,,,,,,,,,Nina Teixeira,Davi Lucca Carvalho,,
128,Dr. Joaquim da Cruz,2008-01-01,,,,,(55)97187-6213,,,,,Vieira Alegre, GO,85127-288,Esplanada da Cruz,9,,Vitoria Da Conquista,da Costa do Norte,,BR,,ye,st,,Veterinário,,,,,,,,,,,,,Kamilly da Cruz,Isaac Santos,,
129,Caroline da Costa,,,,,,(55)97949-1969,,,,,Alves, MS,71985-471,Via Pedro Cavalcanti,7,,Conjunto Califórnia I,Viana,,BR,,wh,se,,Teólogo,,,,,,,,,,,,,Laís da Mata,Augusto Souza,,
130,Gabrielly Sales,1970-01-01,,,,,(55)99883-7831,,,,,Oliveira,,,,,,,,,BR,,ye,,,,,,,,,,,,,,,,Fernanda Castro,Dr. Raul Nogueira,,
131,Isabel da Rocha,1962-01-01,,,,,,(21)9510-2209,,,,Azevedo da Praia,,,,,,,,,BR,,bl,ma,,Patologista,,,,,,,,,,,,,Mariane Cardoso,Danilo Cardoso,,
132,Dra. Raquel Santos,1996-01-01,,,,,,(84)3805-1601,,,,, PB,92917-689,Estrada de da Paz,51,,Palmares,Peixoto,,BR,,,st,,Transcritor,,,,,,,,,,,,,,Sr. Heitor Fernandes,,
133,Maria Fernanda Duarte,1986-01-01,,,,,,(81)2190-1507,,,,Cardoso Paulista,,,,,,,,,BR,,ye,se,,Vendedor,,,,,,,,,,,,,Carolina Ribeiro,Davi Lucas Rezende,,
134,Daniel Azevedo,1922-01-01,,,,,(84)91742-3155,,,,,Jesus, TO,13011-017,Residencial Alves,575,,Vila Nova Gameleira 3ª Seção,Cardoso de Fogaça,,BR,,ye,st,,,,,,,,,,,,,,,Dra. Helena da Cruz,Danilo Nogueira,,
135,Pedro Henrique Cavalcanti,1963-01-01,,,,,,,(41)6553-5826,,,da Rosa, RN,54004-604,Viaduto Juliana da Mota,700,,Nova Gameleira,Freitas de Farias,,BR,,wh,ma,,Neurologista,,,,,,,,,,,,,Milena Fernandes,Bryan Jesus,,
136,André Rocha,2050-01-01,,,,,,,,,,Ribeiro de Moreira, SP,65819-343,Viela de Souza,,,Xodo-Marize,Pereira,,BR,,bl,ma,,Marketeiro,,,,,,,,,,,,,Sophie Aragão,Miguel Porto,,
137,Antônio Caldeira,2000-01-01,,,,,,(21)3588-7622,,,,da Mata, CE,68655-969,Fazenda Matheus Nascimento,36,,Itaipu,Moraes,,BR,,ye,ma,,Parteira tradicional,,,,,,,,,,,,,Ana Júlia da Mota,Enrico Duarte,,
138,Emilly Martins,,,,,,,,,,,Ribeiro, MT,82124-341,Sítio Almeida,55,,Vale Do Jatoba,da Luz de da Mota,,BR,,br,wi,,Jogador de tênis de mesa,,,,,,,,,,,,,Valentina Gonçalves,Gustavo Henrique da Paz,,
139,Luiz Felipe Dias,1980-01-01,,,,,(55)99469-5498,,,,,,,,,,,,,,BR,,ye,ma,,Militar do Exército,,,,,,,,,,,,,Heloísa Cardoso,Benício da Rocha,,
140,Dra. Rafaela da Cunha,1953-01-01,,,,,,,(61)8448-7326,,,das Neves, PB,59364-862,Distrito da Rosa,72,,Bacurau,Rodrigues,,BR,,wh,se,,Dialoguista,,,,,,,,,,,,,Alice Cunha,Antônio Nogueira,,
141,Carolina da Paz,1943-01-01,,,,,,,(21)6487-2643,,,, ES,38936-817,Colônia Leonardo Nascimento,43,,Vila Dos Anjos,Cardoso,,BR,,bl,ma,,,,,,,,,,,,,,,Nicole Rodrigues,Marcelo Pires,,
142,Enzo Viana,1956-01-01,,,,,,(41)8248-1328,,,,Melo do Oeste, RN,06271-099,Conjunto João Lucas da Paz,74,,Santa Efigênia,Ferreira do Oeste,,BR,,bl,se,,Penhorista,,,,,,,,,,,,,Melissa Cavalcanti,Isaac Cardoso,,
143,Daniel da Luz,1983-01-01,,,,,,(21)8009-1916,,,,,,,,,,,,,BR,,,,,Biomédico,,,,,,,,,,,,,Joana Cunha,,,
144,Dr. Davi Martins,1960-01-01,,,,,,,,,,da Cruz, AM,47323-406,Praça Nunes,,,Novo Aarão Reis,Nogueira,,BR,,bl,,,,,,,,,,,,,,,,Eloah Novaes,Luiz Felipe Barros,,
145,Eloah Cavalcanti,2037-01-01,,,,,(71)98179-2746,,,,,Araújo de Costa, TO,63657-438,Distrito de Novaes,33,,Paulo Vi,Cardoso,,BR,,ye,ma,,Administrador de banco de dados DBA,,,,,,,,,,,,,Heloísa Barros,Antônio Viana,,
146,Luna Castro,2037-01-01,,,,,(81)95160-6376,,,,,Pereira, AP,57564-099,Largo Cardoso,61,,Vila Santa Monica 2ª Seção,Santos das Pedras,,BR,,br,se,,Engenheiro de som,,,,,,,,,,,,,Sofia da Mota,Emanuel Gomes,,
147,Thales Pinto,1965-01-01,,,,,,,,,,da Mota, RN,51213-433,Praia da Conceição,62,,Senhor Dos Passos,Ramos,,BR,,br,ma,,Técnico tributarista,,,,,,,,,,,,,,,,
148,Calebe Jesus,1955-01-01,,,,,(55)92209-2604,,,,,Oliveira dos Dourados, RR,37010-093,Chácara Pietra Moreira,606,,Vila Santa Monica 1ª Seção,Fogaça da Praia,,BR,,br,,,Capoeirista,,,,,,,,,,,,,Bianca Nascimento,Sr. Theo Mendes,,
149,Enzo Gabriel da Cruz,1946-01-01,,,,,(84)99090-4834,,,,,Cardoso das Pedras, MT,29366-202,Colônia de Araújo,46,,João Paulo Ii,Vieira dos Dourados,,BR,,ye,,,,,,,,,,,,,,,,Sarah Martins,Enzo Gabriel da Rosa,,
150,Daniela Pinto,2005-01-01,,,,,,(11)5834-8409,,,,,,,,,,,,,BR,,br,ma,,,,,,,,,,,,,,,Lívia Peixoto,Lucas Novaes,,
151,João Pedro Pires,1971-01-01,,,,,,,(11)0368-1631,,,Moura, AM,73831-440,Chácara de Lopes,64,,Nova Cachoeirinha,Sales Alegre,,BR,,br,st,,,,,,,,,,,,,,,Maria Vitória Barros,Leonardo Nunes,,
152,Lucca Novaes,2013-01-01,,,,,,(61)6622-7757,,,,Jesus, AP,85349-629,Lago Oliveira,,,Barro Preto,Jesus da Prata,,BR,,ye,wi,,Agente de defesa sanitária animal,,,,,,,,,,,,,Emanuella Martins,Dr. Bryan Teixeira,,
153,Maria Sophia Pires,,,,,,,(84)6530-5123,,,,Fogaça, GO,13463-934,Residencial Monteiro,,,Cabana Do Pai Tomás,Mendes do Amparo,,BR,,br,wi,,Seguidor de compras,,,,,,,,,,,,,Julia Araújo,Benjamin Cardoso,,
154,Igor Cavalcanti,1926-01-01,,,,,,,,,,, RO,06130-478,Travessa Pires,,,Pongelupe,Moura,,BR,,wh,se,,Lanterneiro,,,,,,,,,,,,,Maria Fernanda Castro,,,
155,Fernando Moreira,,,,,,(55)95407-1955,,,,,Peixoto do Amparo,,,,,,,,,BR,,bl,,,Subprefeito,,,,,,,,,,,,,,Ryan da Cruz,,
156,Yuri das Neves,1955-01-01,,,,,,,,,,Rocha Alegre, MT,27606-382,Pátio Rodrigues,1,,Vila Barragem Santa Lúcia,Nunes Grande,,BR,,,se,,Geradorista,,,,,,,,,,,,,,Sr. Enrico Cardoso,,
157,Manuela Dias,1969-01-01,,,,,,,(41)6297-5213,,,Araújo,,,,,,,,,BR,,wh,wi,,Eletricista,,,,,,,,,,,,,,Theo Lopes,,
158,Matheus Santos,2011-01-01,,,,,,,,,,Duarte da Serra, BA,09333-371,Jardim de Lima,57,,Tupi A,da Mata Grande,,BR,,wh,st,,,,,,,,,,,,,,,Dra. Bianca Azevedo,Juan Peixoto,,
159,Gustavo Henrique da Costa,1955-01-01,,,,,,(84)8449-0765,,,,Novaes Alegre, RO,15256-300,Estação Ana Pires,83,,Parque São José,Fogaça,,BR,,,,,Metalúrgico,,,,,,,,,,,,,Ana Júlia da Cunha,,,
160,Arthur da Mata,1988-01-01,,,,,,,(31)5414-6402,,,Costela da Serra, RR,47484-211,Alameda de Moraes,2,,Independência,Barros,,BR,,,ma,,Quitandeiro,,,,,,,,,,,,,Beatriz Moraes,Luiz Otávio Martins,,
161,Larissa Cardoso,1942-01-01,,,,,,(21)7596-7807,,,,Mendes de Minas,,,,,,,,,BR,,br,ma,,Investigador de Polícia,,,,,,,,,,,,,Srta. Laura Rocha,Otávio Cavalcanti,,
162,Luiz Otávio Jesus,1946-01-01,,,,,,,(51)7206-5700,,,da Mata de Minas,,,,,,,,,BR,,,,,Administrador de redes,,,,,,,,,,,,,Giovanna Silva,Thiago Mendes,,
163,Júlia Castro,1972-01-01,,,,,(21)98361-2973,,,,,Silva do Sul,,,,,,,,,BR,,wh,se,,Costureira,,,,,,,,,,,,,Isabelly da Mata,Davi Lucas Monteiro,,
164,Danilo da Rocha,1942-01-01,,,,,,,(11)0812-6716,,,das Neves, PR,50069-515,Passarela Correia,,,Brasil Industrial,Lopes das Pedras,,BR,,br,se,,Bioquímico,,,,,,,,,,,,,Mariana Barros,Pietro da Rosa,,
165,Maria Sophia da Mata,1967-01-01,,,,,,,(31)4151-9124,,,Sales da Serra, AC,34704-835,Pátio Gustavo Monteiro,99,,Marilandia,Oliveira de Ferreira,,BR,,,ma,,Naturólogo,,,,,,,,,,,,,Dra. Lara Sales,,,
166,Pietra Moura,,,,,,(55)92663-3407,,,,,Silva do Campo, SE,53655-407,Lago André Novaes,205,,Nova America,Silveira,,BR,,,st,,Especialista em agronegócios,,,,,,,,,,,,,Elisa Duarte,Sr. João Guilherme Gonçalves,,
167,Matheus Carvalho,2001-01-01,,,,,,(41)9339-2201,,,,Dias, RR,17987-765,Aeroporto Eloah Araújo,519,,Cardoso,das Neves,,BR,,br,,,,,,,,,,,,,,,,Natália Carvalho,Pietro Moreira,,
168,Júlia da Mata,2010-01-01,,,,,(55)96526-7116,,,,,da Conceição,,,,,,,,,BR,,br,ma,,Fresador,,,,,,,,,,,,,Maria Eduarda Azevedo,Thomas Ferreira,,
169,Dra. Marina Porto,1939-01-01,,,,,,(71)5023-3737,,,,Nunes da Serra, PE,00474-961,Vale Isabella Melo,5,,Conjunto Minas Caixa,Souza,,BR,,wh,st,,Diretor de cinema,,,,,,,,,,,,,Ana Carolina Farias,Lucas Gabriel Moreira,,
170,Luna Fernandes,1983-01-01,,,,,,,,,,Cavalcanti do Oeste, RN,87316-965,Lago de Rodrigues,199,,Cidade Jardim Taquaril,Castro de Ferreira,,BR,,bl,st,,Caça-talentos/Olheiro,,,,,,,,,,,,,Heloísa Fernandes,,,
171,Manuela Martins,2001-01-01,,,,,,,(71)9376-3037,,,Peixoto da Praia, PI,93256-467,Vila Gomes,2,,Nova America,Carvalho da Praia,,BR,,br,,,Cobaia Médica,,,,,,,,,,,,,Laura Costa,,,
172,Sarah Gonçalves,1920-01-01,,,,,,,,,,, MG,48958-774,Passarela Caio Novaes,28,,Beira Linha,Azevedo,,BR,,,,,Neurocirurgião,,,,,,,,,,,,,Beatriz Moura,Ryan da Mota,,
173,Srta. Camila Carvalho,1995-01-01,,,,,(41)91330-5937,,,,,, RR,20206-049,Esplanada Gomes,35,,Prado,Jesus,,BR,,,ma,,Tatuador,,,,,,,,,,,,,Bárbara Duarte,,,
174,Davi Lucca Novaes,2009-01-01,,,,,,,,,,Costela do Sul, SC,52119-583,Praia de Carvalho,270,,Lagoa,Caldeira das Flores,,BR,,,ma,,Capitão,,,,,,,,,,,,,Ana Julia Aragão,Dr. Diogo Duarte,,
175,Cauê Costela,1989-01-01,,,,,,,(21)8717-5801,,,Silveira de Porto, RS,76191-921,Sítio Ana Carolina Lima,43,,Nova Cachoeirinha,Freitas,,BR,,wh,st,,Metalúrgico,,,,,,,,,,,,,,Gustavo Henrique Ferreira,,
176,Yuri Ferreira,1991-01-01,,,,,(21)96662-4417,,,,,, PB,07654-049,Favela Pedro Cardoso,,,Jardim América,Lopes,,BR,,,ma,,Barbeiro,,,,,,,,,,,,,Emanuella Araújo,,,
177,Sr. Isaac Porto,2044-01-01,,,,,,(61)2492-2683,,,,Caldeira Alegre, RN,17732-566,Largo de Costa,46,,São Jorge 2ª Seção,Oliveira,,BR,,wh,se,,Cirurgião dentista,,,,,,,,,,,,,Lara da Luz,,,
178,Melissa da Cunha,1933-01-01,,,,,(11)99184-7521,,,,,, TO,23463-450,Feira Azevedo,,,Cardoso,Cavalcanti de Azevedo,,BR,,wh,st,,Jogador de boliche,,,,,,,,,,,,,Ana Júlia Pinto,Bruno Mendes,,
179,Luiz Otávio Cardoso,1946-01-01,,,,,,,(11)5335-6660,,,Gomes de Moreira, MS,93552-512,Residencial Sophie Azevedo,,,Eymard,Nascimento de Alves,,BR,,br,ma,,Regente,,,,,,,,,,,,,Esther Barros,João Vitor Farias,,
180,Rafael Rocha,,,,,,(55)95501-6923,,,,,Silveira, BA,65652-584,Estrada de Souza,92,,Jaqueline,Rezende de da Paz,,BR,,,ma,,,,,,,,,,,,,,,,,,
181,Brenda Moura,2029-01-01,,,,,,,,,,Barbosa das Flores,,,,,,,,,BR,,ye,wi,,,,,,,,,,,,,,,Ana Julia Novaes,,,
182,Srta. Lívia Silva,1931-01-01,,,,,,(51)3562-0968,,,,Correia da Praia,,,,,,,,,BR,,,se,,Químico,,,,,,,,,,,,,Kamilly Peixoto,Murilo Ferreira,,
183,Vitor Nunes,2000-01-01,,,,,(55)93979-3735,,,,,Duarte de Oliveira, RJ,32803-458,Setor Pinto,67,,Baleia,Monteiro,,BR,,br,ma,,,,,,,,,,,,,,,Dra. Maria Vitória Barros,Kevin Martins,,
184,João Guilherme Novaes,2033-01-01,,,,,,,(31)4172-4724,,,Barros de Minas, RS,86930-950,Campo Camila Castro,,,Madri,da Costa do Norte,,BR,,bl,st,,Pesquisador,,,,,,,,,,,,,Natália Pereira,Bruno Rezende,,
185,Miguel Nogueira,,,,,,,(84)7360-2140,,,,Castro do Oeste, DF,70794-351,Avenida da Rosa,599,,Vila Batik,Ramos,,BR,,wh,st,,Cientista da informação e documentação,,,,,,,,,,,,,,,,
186,Brenda Novaes,1979-01-01,,,,,,,(81)3814-9097,,,, RJ,63708-789,Trevo de Moura,83,,Ouro Preto,Melo,,BR,,bl,wi,,,,,,,,,,,,,,,Srta. Ana Vitória Porto,,,
187,Davi Lucca Santos,1980-01-01,,,,,,,(81)6049-9712,,,, PI,92275-351,Ladeira de Cunha,,,Varzea Da Palma,da Mata das Flores,,BR,,wh,se,,Major,,,,,,,,,,,,,Joana Barbosa,Sr. André Souza,,
188,Thales da Cruz,1941-01-01,,,,,,(61)7608-9244,,,,, SP,54824-212,Vereda Moura,91,,Dom Cabral,Vieira de Minas,,BR,,bl,st,,,,,,,,,,,,,,,Dra. Vitória Duarte,Sr. Henrique da Mata,,
189,Mariane Martins,2046-01-01,,,,,,,(81)1602-7819,,,Barbosa dos Dourados, CE,54039-359,Vereda Ian Carvalho,597,,São Salvador,Moraes,,BR,,bl,ma,,,,,,,,,,,,,,,Srta. Heloísa Carvalho,Luiz Gustavo da Cunha,,
190,Yasmin da Luz,2014-01-01,,,,,,(11)5642-7836,,,,Cardoso,,,,,,,,,BR,,wh,,,Capelão,,,,,,,,,,,,,,,,
191,Sr. Gustavo Araújo,,,,,,,(81)6642-0633,,,,Souza de Ferreira, RJ,15287-151,Fazenda Rezende,42,,Caetano Furquim,Silveira,,BR,,br,st,,Engenheiro de telecomunicações,,,,,,,,,,,,,Melissa Vieira,Dr. Bernardo das Neves,,
192,Breno Silveira,1982-01-01,,,,,(81)94899-0670,,,,,da Mata, AM,80935-572,Conjunto de Lima,19,,Nova Suíça,da Paz,,BR,,bl,st,,Avalista,,,,,,,,,,,,,Dra. Lavínia Sales,,,
193,Calebe Jesus,1962-01-01,,,,,,(71)3967-5188,,,,,,,,,,,,,BR,,br,,,Pneumologista,,,,,,,,,,,,,Marina Viana,Dr. Benício Barros,,
194,Srta. Camila Azevedo,,,,,,,,,,,, ES,92055-357,Recanto Barbosa,36,,Santa Amelia,Dias dos Dourados,,BR,,br,se,,Gagsman,,,,,,,,,,,,,Maria Julia Castro,,,
195,Dra. Laís Vieira,,,,,,,,(11)6476-3507,,,Ferreira, PA,04877-743,Parque Marcela Almeida,113,,São Vicente,Correia de Nascimento,,BR,,br,st,,Prático,,,,,,,,,,,,,Luna Lima,,,
196,Raul Costa,2017-01-01,,,,,,,,,,, AP,17800-383,Fazenda da Conceição,62,,Vila Atila De Paiva,Vieira Alegre,,BR,,br,wi,,Carteiro,,,,,,,,,,,,,Lavínia da Rocha,,,
197,Agatha das Neves,1972-01-01,,,,,,(71)7324-2689,,,,, MT,04375-655,Jardim João Pedro Mendes,89,,Vila Dos Anjos,Cardoso,,BR,,wh,wi,,Engenheiro de petróleo,,,,,,,,,,,,,Júlia Barbosa,Vitor Gabriel das Neves,,
198,Dr. Emanuel Costa,1944-01-01,,,,,(81)96983-0794,,,,,da Cunha de Nogueira,,,,,,,,,BR,,br,wi,,Analista de sistemas,,,,,,,,,,,,,Alana Cardoso,,,
199,Larissa Araújo,1980-01-01,,,,,(61)94960-9312,,,,,Jesus, RN,02188-813,Quadra Maria Clara Pereira,22,,Grota,Martins de Rocha,,BR,,br,ma,,,,,,,,,,,,,,,Júlia Costa,Lucas Gabriel da Costa,,
200,Ana Júlia Rodrigues,2011-01-01,,,,,(55)97078-7903,,,,,, TO,23396-108,Estrada de Costela,745,,Vila Paquetá,Silveira,,BR,,wh,se,,Modelo,,,,,,,,,,,,,,,,
201,Pedro Henrique da Paz,1983-01-01,,,,,(71)97291-5087,,,,,, RO,17432-417,Parque Levi Oliveira,86,,Santa Cruz,Cardoso,,BR,,ye,st,,Químico farmacêutico,,,,,,,,,,,,,Juliana Oliveira,Guilherme Barros,,
202,Maria Fernanda da Mota,2014-01-01,,,,,(55)99981-6007,,,,,Vieira do Oeste, PE,45872-430,Loteamento Duarte,78,,Céu Azul,Monteiro,,BR,,wh,ma,,Militar da Marinha,,,,,,,,,,,,,Eloah Lopes,Marcelo das Neves,,
203,Maria Julia Castro,1939-01-01,,,,,(55)97727-7105,,,,,Nunes do Sul, AP,32167-563,Vila Almeida,48,,Palmares,Rodrigues,,BR,,br,ma,,,,,,,,,,,,,,,,Lucas Gabriel Carvalho,,
204,Lucca Campos,,,,,,,(51)7274-2648,,,,, MA,99536-920,Vila Juan Gonçalves,457,,Vila Mantiqueira,da Mota,,BR,,br,ma,,Panfleteiro,,,,,,,,,,,,,,Dr. Heitor Pereira,,
205,Leonardo da Mota,1971-01-01,,,,,,,(11)9283-2615,,,Alves do Galho, DF,07064-166,Via de Caldeira,42,,Grota,Freitas Grande,,BR,,ye,st,,Juiz de futebol,,,,,,,,,,,,,Sra. Ana Vitória da Costa,Eduardo Costa,,
206,Bruno Gomes,1956-01-01,,,,,(55)98592-8528,,,,,,,,,,,,,,BR,,br,wi,,Homeopata,,,,,,,,,,,,,,,,
207,Emanuella Rocha,1939-01-01,,,,,(55)92386-4215,,,,,Monteiro de da Luz,,,,,,,,,BR,,ye,st,,Gandula,,,,,,,,,,,,,Bianca Rodrigues,Sr. Diogo Lopes,,
208,Joaquim Silva,2039-01-01,,,,,(55)92717-0838,,,,,, CE,91529-204,Rodovia de Rodrigues,76,,Boa União 2ª Seção,Novaes Alegre,,BR,,,st,,Caça-talentos/Olheiro,,,,,,,,,,,,,Emilly Cardoso,,,
209,Lucca Gomes,2005-01-01,,,,,(55)94374-6827,,,,,da Cunha Paulista, RO,98582-308,Distrito de Silveira,3,,Caetano Furquim,Caldeira do Amparo,,BR,,ye,st,,Manicure,,,,,,,,,,,,,Emilly Pinto,Joaquim Pereira,,
210,João Gabriel Araújo,1952-01-01,,,,,,,(31)0568-1953,,,das Neves, SE,26839-147,Ladeira de Peixoto,91,,Bela Vitoria,Monteiro,,BR,,br,se,,Catador de carangueijos,,,,,,,,,,,,,Rafaela Rezende,João Nascimento,,
211,Pedro Henrique Araújo,2042-01-01,,,,,,,,,,Costela, AC,14121-496,Condomínio Lorena Caldeira,4,,Novo Ouro Preto,Castro,,BR,,,wi,,Astronauta,,,,,,,,,,,,,,Dr. Bruno Moreira,,
212,Ana Clara da Cunha,,,,,,,,,,,Santos, BA,22137-625,Vereda Moraes,,,Vila Da Luz,Dias do Sul,,BR,,bl,st,,,,,,,,,,,,,,,,Dr. Kevin Costa,,
213,Emilly Nunes,1974-01-01,,,,,(55)99558-5705,,,,,Costela do Norte,,,,,,,,,BR,,ye,st,,Técnico em desporto,,,,,,,,,,,,,Heloísa Souza,Theo da Paz,,
214,Isabel Aragão,1978-01-01,,,,,,(31)9732-0666,,,,Barbosa da Serra,,,,,,,,,BR,,wh,st,,Serventuário,,,,,,,,,,,,,,Davi Lucas Gomes,,
215,Ian Aragão,1957-01-01,,,,,,,,,,Cavalcanti de da Rocha, AM,67703-919,Pátio Ribeiro,154,,Barreiro,Barros das Pedras,,BR,,ye,,,,,,,,,,,,,,,,Alexia da Luz,Anthony Lopes,,
216,Natália Mendes,1952-01-01,,,,,,,,,,Silveira,,,,,,,,,BR,,br,,,Apresentador,,,,,,,,,,,,,Ana Sophia Pereira,Otávio Ferreira,,
217,Marcos Vinicius Gonçalves,2014-01-01,,,,,(55)90324-7812,,,,,Freitas, PE,73706-507,Setor Gomes,340,,Santa Monica,Cavalcanti Alegre,,BR,,br,st,,Vigilante noturno/diurno,,,,,,,,,,,,,Evelyn Rodrigues,Dr. Augusto Dias,,
218,Clara da Rocha,,,,,,(55)91423-2823,,,,,Caldeira, PB,24940-149,Avenida Azevedo,25,,Vila Calafate,Melo,,BR,,br,,,,,,,,,,,,,,,,Stella Nunes,Raul da Conceição,,
219,Heitor Moraes,1931-01-01,,,,,(11)94525-2713,,,,,Gomes de Goiás, TO,61841-941,Feira de da Rocha,5,,Vila Pinho,Caldeira,,BR,,wh,ma,,Navegador,,,,,,,,,,,,,,Isaac Santos,,
220,Mirella das Neves,,,,,,,,,,,Cardoso, GO,33004-775,Avenida de Gonçalves,87,,Coqueiros,Sales de Rezende,,BR,,wh,st,,Jogador de basquete,,,,,,,,,,,,,,Luiz Otávio Caldeira,,
221,Sr. Emanuel Moura,,,,,,,(21)2377-9047,,,,Cavalcanti da Prata, AC,13959-011,Favela de da Luz,725,,São Francisco Das Chagas,Gomes do Amparo,,BR,,br,,,Carnavalesco,,,,,,,,,,,,,Cecília Farias,André Campos,,
222,Eloah Porto,2021-01-01,,,,,,,,,,Ribeiro,,,,,,,,,BR,,br,,,Caixa,,,,,,,,,,,,,Luiza Rezende,Lorenzo Cavalcanti,,
223,Renan da Paz,,,,,,(81)98532-3876,,,,,das Neves dos Dourados, RJ,41335-834,Setor Natália Gomes,792,,Ouro Preto,Nogueira,,BR,,br,wi,,Remador,,,,,,,,,,,,,Sofia Alves,Lorenzo Nunes,,
224,Ana Clara Pinto,2021-01-01,,,,,,(41)3451-5517,,,,Campos de Aragão,,,,,,,,,BR,,wh,st,,Assistente social,,,,,,,,,,,,,Alexia Monteiro,André Fogaça,,
225,Sra. Gabriela Costa,1983-01-01,,,,,,(61)0800-0105,,,,, PA,76504-737,Esplanada Cardoso,,,Manacas,Pinto,,BR,,br,st,,Gravurista,,,,,,,,,,,,,Nina da Cunha,Enrico Novaes,,
226,Lorenzo Barros,1942-01-01,,,,,,(21)5052-3128,,,,da Cruz, PR,87745-127,Loteamento Vinicius Duarte,9,,Alto Das Antenas,Novaes,,BR,,br,ma,,Comprador,,,,,,,,,,,,,Natália Oliveira,Calebe Cardoso,,
227,Dra. Vitória Azevedo,2006-01-01,,,,,,,,,,Viana da Praia, MT,87922-601,Passarela das Neves,99,,Tres Marias,Costa dos Dourados,,BR,,br,st,,Xilógrafo,,,,,,,,,,,,,Manuela Martins,,,
228,Elisa Souza,1989-01-01,,,,,,(11)9009-1085,,,,Jesus, MA,06598-692,Estrada Gabrielly Barros,28,,Miramar,das Neves de Moura,,BR,,bl,wi,,Pedagogo,,,,,,,,,,,,,Lavínia Almeida,Levi Nascimento,,
